features,url,price,address,property_type,description
"
                2 bedroom apartment to let in the centre of Waterford city.,Perfectly located on the doorstep of an abundance of city centre amenities, the apartment is just a short stroll to the College Street Campus, 2 minutes to CTI (Waterford College of Further Education) and apx. 15 minutes to the Cork Road Campus. ,The accommodation comprises of large kitchen/living area, bathroom and 2 bedrooms.
            ",http://myhome.ie/rentals/brochure/john-s-lane-waterford-city-waterford/2522217,"
        €450 / month
    ","
        John's Lane, Waterford City, Waterford
    ",, - 2 Bed Apartment To Let - 1 year lease
"
                Secure car space to let in Liberty Court, Clanbrassil Street, Dublin 8. 24 hour access with fob
            ",http://myhome.ie/rentals/brochure/parking-space-liberty-court-clanbrassil-street-dublin-8/2942886,"
        €75 / month
    ","
        Parking space Liberty Court, Clanbrassil Street, Dublin 8
    ",, - To Let
"
                A very unique property which is settled in the heart of Dublin but clearly has to be seen to be appreciated. This 4 bedroom property is settling on between 3.5/4 acres of manicured lawns. This property briefly consists of a living room, with fine high ceilings and cornices, seperate dining room for entertaining, a second living room or cosy tv room, which leads to a kitchen and utility room. The lower floor has a large conservatory with a modern fitted kitchen cum living room with 3 bedrooms, ensuite and master bedroom, with plenty of scope for many options. Available early September Contact Martina
            ",http://myhome.ie/rentals/brochure/somerton-lucan-dublin/2882302,"
        €3,500 / month
    ","
        Somerton, Lucan, Dublin
    ",, - 4 Bed Detached To Let - 1 year lease
"
                SHORT-TERM SERVICED APARTMENT,We have a range of one and two bedroom ex-show apartments available in this award winning development. Located on the upper floors of the complex, these interior designed apartments come fully furnished and fully equipped with everything one may need during their stay. The Italian designed kitchens come complete with high quality appliances and utensils. Our sumptuous bedrooms contain the most comfortable beds complemented with luxurious linens and towels. All apartments come with LCD Televisions, DVD, Stereo Systems, Digital TV services and high speed wireless broadband as standard. The most alluring feature of these properties is the wonderful wrap around balconies which afford beautiful views over Grand Canal Basin and Dublin City. Both secure underground car parking and maid services are available upon request. Prices on one bedroom apartments range from €625 to €750 per week, and two bedroom apartments from €880 to €1400 per week, depending on length of stay and apartment type. ,Visit our website - www.abode.ie for further information. Or contact us on +353 1 814 7000
            ",http://myhome.ie/rentals/brochure/hanover-quay-city-centre-grand-canal-dk-dublin-2/3076756,"
        €750 / week
    ","
        Hanover Quay (City Centre), Grand Canal Dk,   Dublin 2
    ",, - 2 Bed Apartment To Let
"
                Set in the exclusive private development of Drumnigh Wood, Forbes and Boyle are delighted to present this magnificent 5 bed property. The property has been finished to a very high standard, with light bright well proportioned rooms. approx. c5000sq ft in total. It sits in a .5 acre south facing landscape gardens and has parking space for up to 8 cars. ,Accommodation comprises:,Family room, living room, dining room, conservatory, utility room.,modern kitchen, study, and 5 bedrooms 3 ensuite, including master with dressing room,,Office and kitchenette. ,Property is partly furnished and would suit corporate client.
            ",http://myhome.ie/rentals/brochure/drumnigh-wood-portmarnock-dublin-north/2640437,"
        €4,500 / month
    ","
        Drumnigh Wood, Portmarnock,   Dublin North
    ",, - 5 Bed Detached To Let - 1 year lease
"
                A beautiful 3 bedroom modern semi-detached home to rent in Carraig Cluain. Well presented and maintained throughout. All mod-cons and parking to front. References will be required and checked.,Accomodation includes Entrance hall, sitting room, dining room, kitchen,utility, guest wc, 3 bedrooms on first floor (master with ensuite), first floor bathroom
            ",http://myhome.ie/rentals/brochure/92-carraig-cluain-tullamore-offaly/2881063,"
        €775 / month
    ","
        92 Carraig Cluain, Tullamore, Offaly
    ",, - 3 Bed Semi-Detached 1015 ft² / 94.3 m² To Let - 1 year lease
"
                ***STUDENT ACCOMMODATION***,4-bedroom house located at the front of Lismore Park and just 2-minutes from WIT Cork Road Campus 4-bedrooms, 2x bathrooms, kitchen/dinning and sitting room. Gas Fired Central heating. ,Priced from €55 per week. ,Contact Manor Properties NOW on 051-304911 for further details and to arrange a viewing.
            ",http://myhome.ie/rentals/brochure/lismore-park-waterford-city-waterford/2609061,"
        €55 / week
    ","
        Lismore Park, Waterford City, Waterford
    ",, - 4 Bed House To Let - 9 months lease
"
                ***Must be Viewed***This is a superb city residential three bed mews and is situated only minutes from Baggot Street and approx 15 minutes walk to the City Centre. Enclosed in its own private gates. Modern and bright interior and finished to the highest of standards. Accom comprises of Good size hall with wooden floors, Large living room feature fireplace. Patio doors leading to rear private patio garden. Good size kitchen with all mod cons and b/fast area Downstairs WC . Three large bright double bedrooms all with it own ensuite. Guest WC Parking / Alarmed (suitable for professionals)
            ",http://myhome.ie/rentals/brochure/baggot-street-ballsbridge-dublin-4/2906214,"
        €3,500 / month
    ","
        Baggot street, Ballsbridge,   Dublin 4
    ",, - 3 Bed Terraced House To Let - 1 year lease
"
                Extremely well located retail premises situated adjacent to AIB bank and PTSB bank with O'Brien's and New Ross credit union close by.,Superb footfall and good parking nearby the well located premise offers an excellent pitch for any promising enterprise.,An added bonus is the fact that this property has the rates included in the rent per annum.
            ",http://myhome.ie/rentals/brochure/54-south-street-new-ross-co-wexford/2919516,"
        €1,083
    ","
        54 South Street, New Ross, Co. Wexford
    ",, - Retail Units 53 m² / 570 ft² To Let
"
                Secure carpsace to let in Hanover Quay, DUblin 2. 24 hour access with fob
            ",http://myhome.ie/rentals/brochure/hanover-quay-dublin-2/2904834,"
        €150 / month
    ","
        Hanover Quay, Dublin 2
    ",, - To Let
"
                Attractive, three bedroom house, located within walking distance of all of Kilkenny's. The property consist of a large living room, kitchen, dining area, three bedrooms and a bathroom. To the rear is a private, walled garden.,Work references and previous landlord references essential
            ",http://myhome.ie/rentals/brochure/vicar-street-kilkenny-kilkenny/2904743,"
        €750 / month
    ","
        Vicar Street, Kilkenny, Kilkenny
    ",, - 3 Bed House To Let - 1 year lease
"
                Extremely well located retail premises with overhead accommodation situated adjacent to AIB bank and PTSB bank with O'Brien's and New Ross credit union close by.,With superb footfall and good parking nearby the well located premise offers an excellent pitch for any promising enterprise.
            ",http://myhome.ie/rentals/brochure/54-south-street-new-ross-co-wexford/2919517,"
        €1,083 / month
    ","
        54 South Street, New Ross, Co. Wexford
    ",, - To Let
"
                For over 55's only. First occupancy since construction.,Fine 2 Bed Properties Built to a High Standard, Available for Immediate Occupation in the Heart of the Picturesque Village of Shinrone. Located in a Quiet and Peaceful Area behind Clover Lodge Nursing Home, these Bright and Spacious Single Storey Houses are being offered to rent Fully Furnished.,The Properties comprise of Fully Fitted Kitchen, Sitting Room with Gas Fire Insert, 2 Bedrooms, 1 en-suite with walk-in shower, both with Fitted Wardrobes, Bathroom. Gas Central Heating. Wheelchair Accessible.,In order to qualify to live in this small Development of just 24 houses, tenants must be aged 55 or over, or a younger person with a disability or certified medical condition may also be eligible.,Directions:  ,From Roscrea: ,From the town centre, drive to the bottom of either Limerick Street or Abbey Street, where you will meet a junction – turn right and follow the signage for Shinrone. Continue, keeping on the same road for 6.5 miles. At the T-Junction of the village, turn left. After 200 yards, turn left for Clover Lodge Nursing Home. The Retirement Village is located to the rear of the Nursing Home.,From Birr: ,Drive along the Roscrea - Birr Road (N62) for approx. 4.5 miles, until you meet crossroads adjoining a public house called “The Black Bull”. Turn right, following signage for Shinrone and Cloughjordan.  Continue along this road for approx. 1.5 miles to Shinrone. Continue in to the village, passing the Catholic Church and a National School. Continue in to the village, turning left for Clover Lodge Nursing Home. The Retirement Village is located to the rear of the Nursing Home.
            ",http://myhome.ie/rentals/brochure/clover-court-retirement-village-shinrone-offaly/1247771,"
        €400 / month
    ","
        Clover Court Retirement Village, Shinrone, Offaly
    ",, - 2 Bed Terraced House To Let - 1 year lease
"
                1,2,3&4 bed appartments and houses in and around kells Town center ,with the M3 motorway  open  which  leaves kells only 25 muintes to the m50 ,This is one way to cut your high rentel costs,furnished/unfurnished.Bus services to Dublin city and Airport every 30 minutes.
            ",http://myhome.ie/rentals/brochure/town-centre-kells-co-meath/1286027,"
        €600 / month
    ","
        Town Centre, Kells, Co. Meath
    ",, - 2 Bed Apartment To Let - 1 year lease
"
                **** STUDENT ACCOMMODATION ****,This 3x bedroom house comprises of a kitchen, a living room and a large back garden. On the top floor there is an ensuite, a double, a single and a main bathroom.,This house is situated in Templars hall, its down the road from main WIT campus and is close to the bus stops in the area.,70 p/w
            ",http://myhome.ie/rentals/brochure/limegrove-waterford-city-waterford/2540207,"
        €900 / month
    ","
        Limegrove, Waterford City, Waterford
    ",, - 3 Bed House To Let - 9 months lease
"
                **** STUDENT ACCOMMODATION ****,3-bedroom terraced house with three double bedrooms. ,The accommodations comprises of an open plane kitchen/living area, bathroom with electric shower and three double bedrooms. ,This house is situated near all your amenities and has the benefit of an enclosed back garden
            ",http://myhome.ie/rentals/brochure/morrissons-road-waterford-city-waterford/2540189,"
        €65 / week
    ","
        Morrissons road, Waterford City, Waterford
    ",, - House To Let - 1 year lease
"
                3-bedroom city centre apartment adjacent to the People's Park and within close proximity to host of local amenities.,The apartment comprises of a large open plan kitchen/living area, 3x double bedrooms, bathroom and separate shower room.,Perfect location for the city centre worker or students attending the WIT College Street Campus or CTI colleges.,NEW suite of furniture and freshly painted. ,FREE Parking
            ",http://myhome.ie/rentals/brochure/suir-house-canada-square-waterford-city-co-waterford/1765052,"
        €475 / month
    ","
        Suir House, Canada Square, Waterford City, Co. Waterford
    ",, - 3 Bed Apartment To Let - 1 year lease
"
                ***STUDENT ACCOMODATION*** ,3 bed apartment available in this popular student complex. Tastefully furnished and superbly located beside the WIT College Street Campus, Tesco Poleberry, TK Max, Odeon Cinema and just minutes to the city centre. ,Perfect for students in Waterford Institute of Technology. WIT College Street Campus and Waterford College of Further Education. , ****** GET IN TOUCH TODAY TO BOOK A VIEWING FOR 2014 / 2015 ******* 051-304911 www.manor-properties.com
            ",http://myhome.ie/rentals/brochure/apt-6-the-garden-apartments-waterford-city-waterford/2882192,"
        €65 / week
    ","
        Apt 6, The Garden Apartments, Waterford City, Waterford
    ",, - 3 Bed Apartment To Let - 9 months lease
"
                **** STUDENT ACCOMMODATION **** ,2 bedroom student apartments located within walking distance from WIT College Street Campus, City centre, Tesco Poleberry, Post office, Odeon Cinema and TK Max. ,The apartments are fully furnished with all mod cons. These spacious apartments consist of large kitchen/living area, bathroom and 2-bedrooms. ,Features include: ,- FREE parking ,- Electric gated entrance ,- FREE broadband ,- FREE Multi-channel TV ,- City centre location ,Further details at http://www.studentaccommodationwaterford.com ,Contact manor Properties on (051) 304911 for more info and to book for September 2014
            ",http://myhome.ie/rentals/brochure/strawberry-hill-waterford-city-waterford/2876479,"
        €65 / week
    ","
        Strawberry Hill, Waterford City, Waterford
    ",, - 2 Bed Apartment To Let - 9 months lease
"
                This 4 bedroom semi-detached commercial property comes to the market offering excellent development potential for any discerning buyer. Suited for a variety of uses as either a family home, business or indeed investment opportunity rarely does such a property become available along the High Street. A deceptively spacious building with large site & access to rear it is in need of some modernisation & comprises of the following accommodation; Hallway, Shop space, kitchen, utility room, bathroom, 2 living areas & 4 bedrooms. Viewing Strictly by Appointment Only with Sole Selling/Letting Agent.
            ",http://myhome.ie/rentals/brochure/high-street-ballinamore-co-leitrim/2874620,"
        €600
    ","
        High Street, Ballinamore, Co.Leitrim
    ",, - 4 Bed Detached To Let
"
                STUDENT ACCOMMODATION,Ensuite rooms available in a large 3-bedroom apartment. The ,apartment is located approximately 400 meters from the College ,street Campus an on the bus route to the Cork Road campus.,-FREE NTL and Broadband are included in the rent. ,-The apartment is fully furnished with all mod cons and in ,excellent condition.
            ",http://myhome.ie/rentals/brochure/priory-house-manor-village-2-waterford-city-waterford/2522200,"
        €65 / week
    ","
        Priory House, Manor Village 2, Waterford City, Waterford
    ",, - 3 Bed Apartment To Let - 9 months lease
"
                House to let - 4 Beds - 2 Baths,Detached four bedroom homes with off-street parking and large front and back gardens. The remainder of the estate was sold previously and is currently occupied. The estate is well laid out and is centered around a large communal green area. Accommodation consist of: Ground Floor: Entrance lobby; Bathroom; Open plan kitchen diner; Living room. First Floor: 4 large bedrooms (one en suite); Family bathroom Keenagh is a small picturesque village located east of the Royal Canal in County Longford. It is located 15 minutes drive from Longford Town, 90 minutes from Dublin City Centre and just 35 minutes from Mullingar. The Cluain Caonach estate is located at the northern tip of the village of Keenagh, the village itself has a host of local amenities including St. Dominic€TM National School, Keenagh GAA Club and numerous restaurants, shops and pubs. Keenagh is located a 20 minute drive from the banks of Lough Ree which forms part of the River Shannon. Bus Eireann (Route no. 466 & 073) services neighboring towns and villages including Longford Town, Ballymahon and Athlone to name but a few. Directions From Longford - Take the N63 south until you join the R397 which passes through the village From Athlone - Take the N55 north until you join the R397 which passes through the village NO ANIMALS ALLOWED
            ",http://myhome.ie/rentals/brochure/cluain-caonach-keenagh-longford/3035564,"
        €600 / month
    ","
        Cluain Caonach, Keenagh, Longford
    ",, - 4 Bed Detached To Let - 1 year lease
"
                House to let - 2 Beds - 2 Baths,Available October 1st is this two bed duplex, contact Martina on 01 8208333/0862307376
            ",http://myhome.ie/rentals/brochure/castlecurragh-heath-mulhuddart-dublin-15/3037272,"
        €1,200 / month
    ","
        Castlecurragh Heath, Mulhuddart,   Dublin 15
    ",, - 2 Bed Apartment To Let
"
                Fantastic three bedroom apartment with uninterrupted views of the Shannon-Erne Waterway and Sliabh an Iarainn.  Bright and spacious accommodation comprises; entrance hallway, large open plan living area with kitchen, 1 double bedroom en suite, 2 twin bedrooms and main bathroom.  Viewing highly recommended
            ",http://myhome.ie/rentals/brochure/2-an-cuan-golf-links-road-ballinamore-co-leitrim/3217865,"
        €450
    ","
        2 An Cuan, Golf Links Road, Ballinamore, Co. Leitrim
    ",, - 3 Bed Apartment To Let
"
                Commanding a central location in the heart of Kilkishen Village, this commercial/office unit comes with a 1245sq.ft. apartment to the first floor. The property can be leased as a whole unit or individually. Ideally located within easy commute of Shannon, Limerick, Ennis and Tulla and only 40 mins from Galway. ,Long or short term lease available. Apartment can be let either furnished or unfurnished depending on requirements.  Off road parking area to the rear.
            ",http://myhome.ie/rentals/brochure/main-street-kilkishen-clare/3223500,"
        POA
    ","
        Main Street, Kilkishen, Clare
    ",, - To Let
"
                Entrance Hall,Sitting Room with Fire Place,Kitchen/Dining Area with Oil Stove,3 Bedrooms,1 Bathroom,No Pets,Cavity Insulation,Security Deposit of one month's rent required along with one month's rent in advance.,Security Deposit cannot be used as the last month's rent.
            ",http://myhome.ie/rentals/brochure/cornamona-cornamona-galway/3227286,"
        €650 / month
    ","
        Cornamona, Cornamona, Galway
    ",, - 3 Bed Detached To Let - 1 year lease
"
                BRACKEN ESTATES are delighted to present this lovely second floor apartment with balcony and is presented in immaculate condition throughout. The apartment is situated within this prestigious development of Bushy Park House and enjoys southerly views of Bushy Park. The accommodation comprises of an entrance hall, two double bedrooms (1 ensuite), family bathroom, hot-press with shelving, living/dining room with wrap around balcony and a well designed kitchen. The apartment offers a host of luxurious extras with a high specification finish, including fitted wardrobes, heated towel rails, cornicing, panelled doors, sleek modern bathroom and ensuite with marble finish, ornate limestone fireplace and fitted Siemens appliances in the kitchen. Built circa 2002, in this tranquil setting just off the Templeogue Road, Bushy Park House is situated within an easy stroll of Bushy Park and all of the transport links and amenities on offer in the villages of Terenure, Rathfarnham and Templeogue. Parking consists of one underground secure space.
            ",http://myhome.ie/rentals/brochure/bushy-park-house-terenure-dublin-6w/3224886,"
        €1,650 / month
    ","
        Bushy Park House, Terenure,   Dublin 6W
    ",, - 2 Bed Apartment To Let
"
                ***Worth viewing***Fabulous refurbished*** large three bed apartments which have just been refurbished to the highest standard throughout. Due to it being a corner unit you have the added advantage of enjoying superb views of Herbert Park and the RDS. Only minutes away from Ballsbridge Village and approx 10 mins to the City Centre and easy access to the Rock Road, & Stillorgan dual Carriageway.  Good public transport with Dart and hosts an abundance of good restaurant and Cafes and bars.   Accom comprises large living room with dinning area and good size\balcony over looking the park .  Separate large kitchen with all mod cons and breakfast area. Main bathroom with shower.   Three double bedroom with built in wardrobe and one  ensuite bathrooms. Good storage Parking.
            ",http://myhome.ie/rentals/brochure/the-pines-apartments-herbert-park/415149,"
        €3,500 / month
    ","
        The Pines Apartments, Herbert Park
    ",, - 3 Bed Apartment To Let - 1 year lease
"
                BRACKEN ESTATES are delighted to present this lovely second floor apartment with balcony and is presented in immaculate condition throughout. The apartment is situated within this prestigious development of Bushy Park House and enjoys southerly views of Bushy Park. The accommodation comprises of an entrance hall, two double bedrooms (1 ensuite), family bathroom, hot-press with shelving, living/dining room with wrap around balcony and a well designed kitchen. The apartment offers a host of luxurious extras with a high specification finish, including fitted wardrobes, heated towel rails, cornicing, panelled doors, sleek modern bathroom and ensuite with marble finish, ornate limestone fireplace and fitted Siemens appliances in the kitchen. Built circa 2002, in this tranquil setting just off the Templeogue Road, Bushy Park House is situated within an easy stroll of Bushy Park and all of the transport links and amenities on offer in the villages of Terenure, Rathfarnham and Templeogue. Parking consists of one underground secure space.            ,                                        BER Rating: B2                                            ,                        ,
            ",http://myhome.ie/rentals/brochure/bushy-park-house-terenure-dublin-6/3227299,"
        €1,750 / month
    ","
        Bushy Park House, Terenure, Dublin 6
    ",, - 2 Bed Apartment To Let
"
                2 Bedrooms,    Sitting room,    Kitchen,    Bathroom,    OUTSIDE,    Enclosed rear garden,    Car parking,    FEATURES,    Gas fired Central heating,    Suitable for over 55s
            ",http://myhome.ie/rentals/brochure/1-castleross-carrickmacross-monaghan/3231273,"
        €500 / month
    ","
        1 Castleross, Carrickmacross, Monaghan
    ",, - 0 Bed Bungalow To Let
,http://myhome.ie/rentals/brochure/villa-2048-vale-do-lobo-algarve-portugal/3245840,"
        POA
    ","
        Villa 2048, Vale Do Lobo, Algarve, Portugal
    ",, - 4 Bed  To Let
"
                Townhouse in tastefully restored Malt House situated in town centre. Accommodation consists of 2 bedrooms, 1 double and 1 single, bathroom, kitchen and living room. Oil fired central heating and open fireplace. Has direct access to private landscaped court yard. Viewing essential.
            ",http://myhome.ie/rentals/brochure/the-valley-roscrea-tipperary/3234431,"
        €525 / month
    ","
        The Valley, Roscrea, Tipperary
    ",, - 2 Bed Apartment To Let
"
                This is a magnificent detached four bedroom c.3,200 sq. ft. residence.  Situated in the exclusive gated development at Ladycastle overlooking the 18th Fairway of the Smurfit course.  The K-Club is a lavish country estate which boasts 2 Arnold Palmer golf courses and hosted the 2006 Ryder Cup.  The estate stands on c. 700 Acres of parkland, lakes and woodland with the River Liffey meandering through it.  The 5* K-Club Hotel and Leisure Centre is also within the grounds.  If it is peace and tranquillity you require Ladycastle offers you a quiet haven when you can enjoy relaxing walks through the private grounds. ,Ladycastle presents a wonderful a life style in a country setting but yet within easy access of the city, airport and M50.
            ",http://myhome.ie/rentals/brochure/901-ladycastle-straffan-kildare/3234597,"
        €3,500 / month
    ","
        901 Ladycastle, Straffan, Kildare
    ",, - 4 Bed Detached 3200 ft² / 297.29 m² To Let
,http://myhome.ie/rentals/brochure/villa-596-vale-do-lobo-algarve-portugal/3245841,"
        POA
    ","
        Villa 596, Vale do Lobo, Algarve, Portugal
    ",, - 4 Bed  To Let
,http://myhome.ie/rentals/brochure/villa-381-vale-do-lobo-algarve-portugal/3245843,"
        POA
    ","
        Villa 381, Vale Do Lobo, Algarve, Portugal
    ",, - 4 Bed  To Let
"
                Beautiful semi detached house with large conservatory , large living room with dining table , separate kitchen with table and 4 chairs  , two bathrooms one en-suite , secluded back garden, wooden floors throughout, you can also see this and other properties on our Facebook page maypole property close to UCD , Smurfit school , well serviced with buses etc
            ",http://myhome.ie/rentals/brochure/top-of-careysfort-ave-stillorgan-county-dublin/2527440,"
        €2,295 / month
    ","
        Top of Careysfort Ave , Stillorgan,   County Dublin
    ",, - 3 Bed Semi-Detached To Let - 1 year lease
,http://myhome.ie/rentals/brochure/apt-986a-vale-do-lobo-algarve-portugal/3245844,"
        POA
    ","
        Apt 986a, Vale Do Lobo, Algarve, Portugal
    ",, - 2 Bed Apartment  To Let
"
                **** STUNNING 2 BEDROOMS 2 BATHROOMS WITH PANORAMIC VIEWS **** Dillon Marshall Property Consultants presents these two bed two bathroom apartments with panoramic views of Dublin city and mountains. Within a stone through of Blanchardstown Shopping Centre, IBM, eBay, Ballycoolin Industrial Estate, St Connollys Hospital, M50 and N3. All local amenities and transport points at your drop stop. Accommodation comprises consists of: Entrance hall, large open plan living / dining room, kitchen, two large double bedrooms which include master en suite & guest bathroom. he interior fit out is finished to the highest standards. The endless features of this development are high gloss cream fitted kitchens to include all integrated appliances, timber flooring throughout, fitted sliderobes in both bedrooms, fully tiled bathrooms with oversized shower in master en suite with waterfall shower, full bath in guest bathroom, double glazed sound proofed glazing throughout, gas fired central heating, large decked outside space with uninterrupted views together with premium furniture and furnishings throughout. Viewing is a MUST
            ",http://myhome.ie/rentals/brochure/falcons-view-blanchardstown-dublin-15/3246164,"
        €1,400 / month
    ","
        Falcons View, Blanchardstown,   Dublin 15
    ",, - 2 Bed Apartment To Let - 1 year lease
"
                We are delighted to bring to the letting market this self contained apartment adjacent to the owners property, whilst offering a good degree of privacy.  Having been well maintained and finished to a high standard this property would ideally suit a professional/s who are looking for a base in a quiet countryside area within easy commuting distance of both Ennis and Gort.,The accommodation consists of:,Fully fitted kitchen, living room with stove, 1 x double bedroom with fitted robes, 1 x twin bedroom with fitted robes, bathroom with separate shower cubicle and hallway.  Outside there is a small shed that can be used for storing bikes or logs etc.,*No Pets,*No Children
            ",http://myhome.ie/rentals/brochure/curtaun-tubber-galway/3262380,"
        €500 / month
    ","
        Curtaun, Tubber, Galway
    ",, - 2 Bed Apartment To Let - 1 year lease
"
                Searching for a quiet country home yet only a short drive from a host of amenities, then look no further. Morristown Lodge offers a potential tenant all the conveniences of modern living in a delightful country setting yet only a short drive from Kill village and the N7 to Dublin. The property which extends t c.2,500 sq.ft. is finished to a very high standard and offers generous accommodation with the benefit of large gardens extending to c. 0.4 acres. Accommodation briefly includes an entrance hall, livingroom, Kitchen/familyroom, guest cloakroom, utility room, four double bedrooms (master ensuite) and family bathroom. The property is also very convenient to the village of Kill and the larger town of Naas, with an abundance of amenities on your doorstep. Viewing is highly recommended and can be arrange by prior appointment with the agent.
            ",http://myhome.ie/rentals/brochure/morristown-lodge-kill-kildare/3262390,"
        €2,300 / month
    ","
        Morristown Lodge, Kill, Kildare
    ",, - 4 Bed Bungalow 2500 ft² / 232.26 m² To Let
,http://myhome.ie/rentals/brochure/villa-970aa-vale-do-lobo-algarve-portugal/3262385,"
        POA
    ","
        Villa 970aa, Vale Do Lobo, Algarve, Portugal
    ",, - 3 Bed  To Let
"
                Fine luxurious home set on c.5Acre site of professionally landscaped lawns and patio areas and accessed through security gates. This property ia 5/6 bedroom house with state of the art finishes throughout.Accommodation briefly comprises:Large spacious Entry Hall currently used as a dining area,Lounge with feature fireplace,Kitchen with dining area and open plan family room with double doors to outside patio,Utility room,2 large bedrooms downstairs one ensuite and family bathroom spacious open plan landing area,shower room,3 bedrooms and office(could be used as extra bedroom).Extensive use of solid hardwood and tiled floors throughout.
            ",http://myhome.ie/rentals/brochure/frayne-athboy-meath/2776555,"
        €1,500 / month
    ","
        Frayne, Athboy, Meath
    ",, - 6 Bed Country House To Let - 1 year lease
"
                Detached bungalow situated in a private and peaceful location and which enjoys excellent views overlooking Brandon Bay and surrounding countryside. Accommodation comprises of 5 Bedrooms (all ensuite): 2 Double & 3 Single.
            ",http://myhome.ie/rentals/brochure/upper-teer-brandon-cloghane-kerry/2780309,"
        €525 / month
    ","
        Upper Teer, Brandon, Cloghane, Kerry
    ",, - 5 Bed Bungalow To Let - 1 year lease
"
                Second floor office space in town centre location.  Bright and modern and recently redecorated.,Kitchen & toilets included.,Property Size: 650 Sq. Feet,Lease Period: 0 Month,Viewing Details: By Appointment,Key Money: N/a
            ",http://myhome.ie/rentals/brochure/patrick-street-tullamore-co-offaly/2777225,"
        €500
    ","
        Patrick Street, Tullamore, Co. Offaly
    ",, - To Let
"
                This 2 Bed first floor apartment comes to the market in excellent condition. Accommodation briefly comprises of entrance hall kitchen/sitting room, 2 double bedrooms with master en suite and family bathroom. Located beside Castlemill shopping centre and is minutes from the heart of Balbriggan Town Centre. Walking distance from the Train Station and Bus Stops with transport to Dublin City Centre every 20 minutes.
            ",http://myhome.ie/rentals/brochure/moylaragh-rise-balbriggan-county-dublin/2985689,"
        €850 / month
    ","
        Moylaragh Rise, Balbriggan, County Dublin
    ",, - 2 Bed Apartment To Let - 1 year lease
"
                Town centre location with high passing footfall within walking distance of all local amenities and adjacent to shopping centre and Post Office,Property Size: 4500 Sq. Feet,Viewing Details: By Appointment
            ",http://myhome.ie/rentals/brochure/high-street-tullamore-co-offaly/2777218,"
        POA
    ","
        High Street, Tullamore, Co. Offaly
    ",, - To Let
"
                The property comprises of a purpose built car showroom, a servicing and repair facility, four workshop areas, together with a rear yard all on a rectangular shaped site extending to approximately 1/2 an acre.,Property Size: 7042 Sq. Feet,Property Title: Freehold,Viewing Details: By Appointment
            ",http://myhome.ie/rentals/brochure/o-moore-street-tullamore-co-offaly/2777219,"
        POA
    ","
        O' Moore Street, Tullamore, Co. Offaly
    ",, - To Let
"
                First floor office space to let c. 800sq ft.  Town centre location.,Property Size: 800 Sq. Feet,Viewing Details: By Appointment
            ",http://myhome.ie/rentals/brochure/esker-house-patrick-street-tullamore-co-offaly/2777222,"
        €180
    ","
        Esker House, Patrick Street, Tullamore, Co. Offaly
    ",, - To Let
"
                one bedroom 3rd floor apartment. Electricity, heating, weekly cleaning and linen service, broadband and parking included.
            ",http://myhome.ie/rentals/brochure/the-northumberland-s-mount-street-dublin-2/143648,"
        €2,200 / month
    ","
        The Northumberland's, Mount Street, Dublin 2
    ",, - 1 Bed Apartment To Let
"
                Furnished 4 Bedroom Detached House.2ensuites,bathroom, reception,kitchen/dining,separate WC, garden. oil central heating. Close to Ennis Town and Ennis By Pass Link. PSL No.002295
            ",http://myhome.ie/rentals/brochure/19-abbey-ville-limerick-road-ennis-clare/2874084,"
        €850 / month
    ","
        19 Abbey Ville, Limerick Road, Ennis, Clare
    ",, - 4 Bed To Let - 1 year lease
"
                ***Must be Viewed*** This is fabulous two bed penthouse with lots of style. Situated in the prestigious building in the heart of Ballsbridge. With dual aspects balconies with spectacular views overlooking Herbert Park and the RDS. Easy access to the City Centre approx 20 minutes walk with access at your doorstep to Rock and Stillorgan Road. DART Station is stone throw away.. Exceptionally bright and and spacious. Accom comprises an exceptionally large living room with dining area. Large balcony with great views . Kitchen with all mod cons and b/fast area. Large double bedroom with ensuite bathroom. Second double bedroom. Main bathroom with shower. Parking x 2 .
            ",http://myhome.ie/rentals/brochure/penthouse-the-pines-herbert-park-ballsbridge-dublin-4/1272097,"
        €3,000 / month
    ","
        Penthouse The Pines  Herbert Park , Ballsbridge,   Dublin 4
    ",, - 2 Bed Apartment To Let - 1 year lease
"
                Hallway 3.48 (11'5) x 5.10 (16'8),Sitting Room: 5.18 (17') x 3.88 (12'8),Kitchen Diner: 6.64 (21'9) x 6.17 (20'3),Utility Room: 3.45 (11'3) x 2.10 (6'10),Ground Floor Bedroom: 3.30 (10'10) x 4.51 (14'9),Ground Floor Family Bathroom: 3.28 (10'9) x 1.86 (6'1),Winding Staircase To First Floor,Bedroom 1: 8.15 (26'8) x 3.04 (9'11) Built in Wardrobes,En Suite Shower Room,Bedroom 2: 4.99 (16'4) x 4.03 (13'2),En Suite Shower Room,Lawned Gardens to Side and Rear
            ",http://myhome.ie/rentals/brochure/heatherfield-seskin-bantry-cork-west/2945991,"
        €700 / month
    ","
        Heatherfield, Seskin, Bantry,   Cork West
    ",, - 3 Bed Detached To Let - 1 year lease
